strategy,category,subcategory,allocation_pct
"Multifactor 80 (ETF, Sustainable)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 (ETF, Sustainable)",Equity,US Small Cap Core,8.7964
"Multifactor 80 (ETF, Sustainable)",Equity,Int'l Developed Core,8.397
"Multifactor 80 (ETF, Sustainable)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 (ETF, Sustainable)",Equity,Emerging Markets Core,7.839
"Multifactor 80 (ETF, Sustainable)",Bonds,,19.1255
"Multifactor 80 (ETF, Sustainable)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 (ETF, Sustainable)",Bonds,US Treasury,2.7615
"Multifactor 80 (ETF, Sustainable)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 (ETF, Sustainable)",Bonds,Int'l Bond,3.3279
"Multifactor 80 (ETF, Sustainable)",Cash,,0.8745
"Multifactor 80 (ETF, Sustainable)",Cash,Cash,0.2995
"Multifactor 80 (ETF, Sustainable)",Cash,Money Market Taxable,0.575
"Multifactor 80 (ETF, US Only)",Equity,,80.0
"Multifactor 80 (ETF, US Only)",Equity,US Large Cap Core,28.1578
"Multifactor 80 (ETF, US Only)",Equity,US Real Estate,1.304
"Multifactor 80 (ETF, US Only)",Equity,US Sector Equity,18.1075
"Multifactor 80 (ETF, US Only)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 (ETF, US Only)",Equity,US Small Cap Core,8.7964
"Multifactor 80 (ETF, US Only)",Equity,Int'l Developed Core,8.397
"Multifactor 80 (ETF, US Only)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 (ETF, US Only)",Equity,Emerging Markets Core,7.839
"Multifactor 80 (ETF, US Only)",Bonds,,19.1255
"Multifactor 80 (ETF, US Only)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 (ETF, US Only)",Bonds,US Treasury,2.7615
"Multifactor 80 (ETF, US Only)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 (ETF, US Only)",Bonds,Int'l Bond,3.3279
"Multifactor 80 (ETF, US Only)",Cash,,0.8745
"Multifactor 80 (ETF, US Only)",Cash,Cash,0.2995
"Multifactor 80 (ETF, US Only)",Cash,Money Market Taxable,0.575
"Multifactor 80 (ETF, US Only, 5YCRPETF)",Equity,,80.0
"Multifactor 80 (ETF, US Only, 5YCRPETF)",Equity,US Large Cap Core,28.1578
"Multifactor 80 (ETF, US Only, 5YCRPETF)",Equity,US Real Estate,1.304
"Multifactor 80 (ETF, US Only, 5YCRPETF)",Equity,US Sector Equity,18.1075
"Multifactor 80 (ETF, US Only, 5YCRPETF)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 (ETF, US Only, 5YCRPETF)",Equity,US Small Cap Core,8.7964
"Multifactor 80 (ETF, US Only, 5YCRPETF)",Equity,Int'l Developed Core,8.397
"Multifactor 80 (ETF, US Only, 5YCRPETF)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 (ETF, US Only, 5YCRPETF)",Equity,Emerging Markets Core,7.839
"Multifactor 80 (ETF, US Only, 5YCRPETF)",Bonds,,19.1255
"Multifactor 80 (ETF, US Only, 5YCRPETF)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 (ETF, US Only, 5YCRPETF)",Bonds,US Treasury,2.7615
"Multifactor 80 (ETF, US Only, 5YCRPETF)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 (ETF, US Only, 5YCRPETF)",Bonds,Int'l Bond,3.3279
"Multifactor 80 (ETF, US Only, 5YCRPETF)",Cash,,0.8745
"Multifactor 80 (ETF, US Only, 5YCRPETF)",Cash,Cash,0.2995
"Multifactor 80 (ETF, US Only, 5YCRPETF)",Cash,Money Market Taxable,0.575
"Multifactor 80 (ETF, US Only, QUSALVMQ)",Equity,,80.0
"Multifactor 80 (ETF, US Only, QUSALVMQ)",Equity,US Large Cap Core,28.1578
"Multifactor 80 (ETF, US Only, QUSALVMQ)",Equity,US Real Estate,1.304
"Multifactor 80 (ETF, US Only, QUSALVMQ)",Equity,US Sector Equity,18.1075
"Multifactor 80 (ETF, US Only, QUSALVMQ)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 (ETF, US Only, QUSALVMQ)",Equity,US Small Cap Core,8.7964
"Multifactor 80 (ETF, US Only, QUSALVMQ)",Equity,Int'l Developed Core,8.397
"Multifactor 80 (ETF, US Only, QUSALVMQ)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 (ETF, US Only, QUSALVMQ)",Equity,Emerging Markets Core,7.839
"Multifactor 80 (ETF, US Only, QUSALVMQ)",Bonds,,19.1255
"Multifactor 80 (ETF, US Only, QUSALVMQ)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 (ETF, US Only, QUSALVMQ)",Bonds,US Treasury,2.7615
"Multifactor 80 (ETF, US Only, QUSALVMQ)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 (ETF, US Only, QUSALVMQ)",Bonds,Int'l Bond,3.3279
"Multifactor 80 (ETF, US Only, QUSALVMQ)",Cash,,0.8745
"Multifactor 80 (ETF, US Only, QUSALVMQ)",Cash,Cash,0.2995
"Multifactor 80 (ETF, US Only, QUSALVMQ)",Cash,Money Market Taxable,0.575
"Multifactor 80 (ETF, US Only, QUSLGVMQ)",Equity,,80.0
"Multifactor 80 (ETF, US Only, QUSLGVMQ)",Equity,US Large Cap Core,28.1578
"Multifactor 80 (ETF, US Only, QUSLGVMQ)",Equity,US Real Estate,1.304
"Multifactor 80 (ETF, US Only, QUSLGVMQ)",Equity,US Sector Equity,18.1075
"Multifactor 80 (ETF, US Only, QUSLGVMQ)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 (ETF, US Only, QUSLGVMQ)",Equity,US Small Cap Core,8.7964
"Multifactor 80 (ETF, US Only, QUSLGVMQ)",Equity,Int'l Developed Core,8.397
"Multifactor 80 (ETF, US Only, QUSLGVMQ)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 (ETF, US Only, QUSLGVMQ)",Equity,Emerging Markets Core,7.839
"Multifactor 80 (ETF, US Only, QUSLGVMQ)",Bonds,,19.1255
"Multifactor 80 (ETF, US Only, QUSLGVMQ)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 (ETF, US Only, QUSLGVMQ)",Bonds,US Treasury,2.7615
"Multifactor 80 (ETF, US Only, QUSLGVMQ)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 (ETF, US Only, QUSLGVMQ)",Bonds,Int'l Bond,3.3279
"Multifactor 80 (ETF, US Only, QUSLGVMQ)",Cash,,0.8745
"Multifactor 80 (ETF, US Only, QUSLGVMQ)",Cash,Cash,0.2995
"Multifactor 80 (ETF, US Only, QUSLGVMQ)",Cash,Money Market Taxable,0.575
"Multifactor 80 (MF, Social)",Equity,,80.0
"Multifactor 80 (MF, Social)",Equity,US Large Cap Core,28.1578
"Multifactor 80 (MF, Social)",Equity,US Real Estate,1.304
"Multifactor 80 (MF, Social)",Equity,US Sector Equity,18.1075
"Multifactor 80 (MF, Social)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 (MF, Social)",Equity,US Small Cap Core,8.7964
"Multifactor 80 (MF, Social)",Equity,Int'l Developed Core,8.397
"Multifactor 80 (MF, Social)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 (MF, Social)",Equity,Emerging Markets Core,7.839
"Multifactor 80 (MF, Social)",Bonds,,19.1255
"Multifactor 80 (MF, Social)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 (MF, Social)",Bonds,US Treasury,2.7615
"Multifactor 80 (MF, Social)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 (MF, Social)",Bonds,Int'l Bond,3.3279
"Multifactor 80 (MF, Social)",Cash,,0.8745
"Multifactor 80 (MF, Social)",Cash,Cash,0.2995
"Multifactor 80 (MF, Social)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, 5YMUNETF)",Equity,,80.0
"Multifactor 80 TM (ETF, 5YMUNETF)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, 5YMUNETF)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, 5YMUNETF)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, 5YMUNETF)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, 5YMUNETF)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, 5YMUNETF)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, 5YMUNETF)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, 5YMUNETF)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, 5YMUNETF)",Bonds,,19.1255
"Multifactor 80 TM (ETF, 5YMUNETF)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF, 5YMUNETF)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, 5YMUNETF)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, 5YMUNETF)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, 5YMUNETF)",Cash,,0.8745
"Multifactor 80 TM (ETF, 5YMUNETF)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, 5YMUNETF)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, CA Muni)",Equity,,80.0
"Multifactor 80 TM (ETF, CA Muni)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, CA Muni)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, CA Muni)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, CA Muni)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, CA Muni)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, CA Muni)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, CA Muni)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, CA Muni)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, CA Muni)",Bonds,,19.1255
"Multifactor 80 TM (ETF, CA Muni)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF, CA Muni)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, CA Muni)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, CA Muni)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, CA Muni)",Cash,,0.8745
"Multifactor 80 TM (ETF, CA Muni)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, CA Muni)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, CA Muni, N7YMUN)",Equity,,80.0
"Multifactor 80 TM (ETF, CA Muni, N7YMUN)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, CA Muni, N7YMUN)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, CA Muni, N7YMUN)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, CA Muni, N7YMUN)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, CA Muni, N7YMUN)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, CA Muni, N7YMUN)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, CA Muni, N7YMUN)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, CA Muni, N7YMUN)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, CA Muni, N7YMUN)",Bonds,,19.1255
"Multifactor 80 TM (ETF, CA Muni, N7YMUN)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF, CA Muni, N7YMUN)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, CA Muni, N7YMUN)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, CA Muni, N7YMUN)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, CA Muni, N7YMUN)",Cash,,0.8745
"Multifactor 80 TM (ETF, CA Muni, N7YMUN)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, CA Muni, N7YMUN)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, Ex China)",Equity,,80.0
"Multifactor 80 TM (ETF, Ex China)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, Ex China)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, Ex China)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, Ex China)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, Ex China)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, Ex China)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, Ex China)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, Ex China)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, Ex China)",Bonds,,19.1255
"Multifactor 80 TM (ETF, Ex China)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF, Ex China)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, Ex China)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, Ex China)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, Ex China)",Cash,,0.8745
"Multifactor 80 TM (ETF, Ex China)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, Ex China)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, Ex China, CA Muni)",Equity,,80.0
"Multifactor 80 TM (ETF, Ex China, CA Muni)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, Ex China, CA Muni)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, Ex China, CA Muni)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, Ex China, CA Muni)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, Ex China, CA Muni)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, Ex China, CA Muni)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, Ex China, CA Muni)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, Ex China, CA Muni)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, Ex China, CA Muni)",Bonds,,19.1255
"Multifactor 80 TM (ETF, Ex China, CA Muni)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF, Ex China, CA Muni)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, Ex China, CA Muni)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, Ex China, CA Muni)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, Ex China, CA Muni)",Cash,,0.8745
"Multifactor 80 TM (ETF, Ex China, CA Muni)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, Ex China, CA Muni)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, Ex Core, CA Muni)",Equity,,80.0
"Multifactor 80 TM (ETF, Ex Core, CA Muni)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, Ex Core, CA Muni)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, Ex Core, CA Muni)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, Ex Core, CA Muni)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, Ex Core, CA Muni)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, Ex Core, CA Muni)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, Ex Core, CA Muni)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, Ex Core, CA Muni)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, Ex Core, CA Muni)",Bonds,,19.1255
"Multifactor 80 TM (ETF, Ex Core, CA Muni)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF, Ex Core, CA Muni)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, Ex Core, CA Muni)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, Ex Core, CA Muni)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, Ex Core, CA Muni)",Cash,,0.8745
"Multifactor 80 TM (ETF, Ex Core, CA Muni)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, Ex Core, CA Muni)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, exCore)",Equity,,80.0
"Multifactor 80 TM (ETF, exCore)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, exCore)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, exCore)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, exCore)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, exCore)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, exCore)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, exCore)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, exCore)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, exCore)",Bonds,,19.1255
"Multifactor 80 TM (ETF, exCore)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF, exCore)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, exCore)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, exCore)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, exCore)",Cash,,0.8745
"Multifactor 80 TM (ETF, exCore)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, exCore)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, exCore, N7YMUN)",Equity,,80.0
"Multifactor 80 TM (ETF, exCore, N7YMUN)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, exCore, N7YMUN)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, exCore, N7YMUN)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, exCore, N7YMUN)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, exCore, N7YMUN)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, exCore, N7YMUN)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, exCore, N7YMUN)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, exCore, N7YMUN)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, exCore, N7YMUN)",Bonds,,19.1255
"Multifactor 80 TM (ETF, exCore, N7YMUN)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF, exCore, N7YMUN)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, exCore, N7YMUN)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, exCore, N7YMUN)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, exCore, N7YMUN)",Cash,,0.8745
"Multifactor 80 TM (ETF, exCore, N7YMUN)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, exCore, N7YMUN)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, exCore, QUSALVMQ, CA Muni)",Equity,,80.0
"Multifactor 80 TM (ETF, exCore, QUSALVMQ, CA Muni)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, exCore, QUSALVMQ, CA Muni)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, exCore, QUSALVMQ, CA Muni)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, exCore, QUSALVMQ, CA Muni)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, exCore, QUSALVMQ, CA Muni)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, exCore, QUSALVMQ, CA Muni)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, exCore, QUSALVMQ, CA Muni)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, exCore, QUSALVMQ, CA Muni)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, exCore, QUSALVMQ, CA Muni)",Bonds,,19.1255
"Multifactor 80 TM (ETF, exCore, QUSALVMQ, CA Muni)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF, exCore, QUSALVMQ, CA Muni)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, exCore, QUSALVMQ, CA Muni)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, exCore, QUSALVMQ, CA Muni)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, exCore, QUSALVMQ, CA Muni)",Cash,,0.8745
"Multifactor 80 TM (ETF, exCore, QUSALVMQ, CA Muni)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, exCore, QUSALVMQ, CA Muni)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Equity,,80.0
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Bonds,,19.1255
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Cash,,0.8745
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Equity,,80.0
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Bonds,,19.1255
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Cash,,0.8745
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Equity,,80.0
"Multifactor 80 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Bonds,,19.1255
"Multifactor 80 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Bonds,US Aggregate Bond,8.5504
"Multifactor 80 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Bonds,US Treasury,2.7615
"Multifactor 80 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Bonds,US Corporate Bond,4.4856
"Multifactor 80 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Bonds,Int'l Bond,3.3279
"Multifactor 80 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Cash,,0.8745
"Multifactor 80 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Cash,Cash,0.2995
"Multifactor 80 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Cash,Money Market Taxable,0.575
"Multifactor 80 TM (ETF, MUSLGMFTLM, N7YMUN)",Equity,,80.0
"Multifactor 80 TM (ETF, MUSLGMFTLM, N7YMUN)",Equity,US Large Cap Core,28.1578
"Multifactor 80 TM (ETF, MUSLGMFTLM, N7YMUN)",Equity,US Real Estate,1.304
"Multifactor 80 TM (ETF, MUSLGMFTLM, N7YMUN)",Equity,US Sector Equity,18.1075
"Multifactor 80 TM (ETF, MUSLGMFTLM, N7YMUN)",Equity,US Mid Cap Core,2.8299
"Multifactor 80 TM (ETF, MUSLGMFTLM, N7YMUN)",Equity,US Small Cap Core,8.7964
"Multifactor 80 TM (ETF, MUSLGMFTLM, N7YMUN)",Equity,Int'l Developed Core,8.397
"Multifactor 80 TM (ETF, MUSLGMFTLM, N7YMUN)",Equity,Int'l Developed Small/Mid Cap,4.5684
"Multifactor 80 TM (ETF, MUSLGMFTLM, N7YMUN)",Equity,Emerging Markets Core,7.839
"Multifactor 80 TM (ETF, MUSLGMFTLM, N7YMUN)",Bonds,,19.1255
"Multifactor 80 TM (ETF, MUSLGMFTLM, N7YMUN)",Bonds,US Aggregate Bond,8.5504
