strategy,asset_1,asset_2,correlation
"Multifactor 40 (ETF, QUSLGVMQ, 5YCRPETF)",Real Estate,US Bonds,0.2217
"Multifactor 40 (ETF, QUSLGVMQ, 5YCRPETF)",Real Estate,Real Estate,1.0
"Multifactor 40 (ETF, QUSLGVMQ, 5YCRPETF)",Real Estate,Commodities,0.2778
"Multifactor 40 (ETF, QUSLGVMQ, 5YCRPETF)",Commodities,US Equity,0.3149
"Multifactor 40 (ETF, QUSLGVMQ, 5YCRPETF)",Commodities,Int'l Equity,0.351
"Multifactor 40 (ETF, QUSLGVMQ, 5YCRPETF)",Commodities,US Bonds,-0.0918
"Multifactor 40 (ETF, QUSLGVMQ, 5YCRPETF)",Commodities,Real Estate,0.2778
"Multifactor 40 (ETF, QUSLGVMQ, 5YCRPETF)",Commodities,Commodities,1.0
"Multifactor 40 (ETF, QUSLGVMQ, B10YCRP)",US Equity,US Equity,1.0
"Multifactor 40 (ETF, QUSLGVMQ, B10YCRP)",US Equity,Int'l Equity,0.8005
"Multifactor 40 (ETF, QUSLGVMQ, B10YCRP)",US Equity,US Bonds,0.0905
"Multifactor 40 (ETF, QUSLGVMQ, B10YCRP)",US Equity,Real Estate,0.5642
"Multifactor 40 (ETF, QUSLGVMQ, B10YCRP)",US Equity,Commodities,0.2893
"Multifactor 40 (ETF, QUSLGVMQ, B10YCRP)",Int'l Equity,US Equity,0.8005
"Multifactor 40 (ETF, QUSLGVMQ, B10YCRP)",Int'l Equity,Int'l Equity,1.0
"Multifactor 40 (ETF, QUSLGVMQ, B10YCRP)",Int'l Equity,US Bonds,0.0501
"Multifactor 40 (ETF, QUSLGVMQ, B10YCRP)",Int'l Equity,Real Estate,0.5197
"Multifactor 40 (ETF, QUSLGVMQ, B10YCRP)",Int'l Equity,Commodities,0.4109
"Multifactor 40 (ETF, QUSLGVMQ, B10YCRP)",US Bonds,US Equity,0.0905
"Multifactor 40 (ETF, QUSLGVMQ, B10YCRP)",US Bonds,Int'l Equity,0.0501
"Multifactor 40 (ETF, QUSLGVMQ, B10YCRP)",US Bonds,US Bonds,1.0
"Multifactor 40 (ETF, QUSLGVMQ, B10YCRP)",US Bonds,Real Estate,0.2531
"Multifactor 40 (ETF, QUSLGVMQ, B10YCRP)",US Bonds,Commodities,-0.0957
"Multifactor 40 (ETF, QUSLGVMQ, B10YCRP)",Real Estate,US Equity,0.5642
"Multifactor 40 (ETF, QUSLGVMQ, B10YCRP)",Real Estate,Int'l Equity,0.5197
"Multifactor 40 (ETF, QUSLGVMQ, B10YCRP)",Real Estate,US Bonds,0.2531
"Multifactor 40 (ETF, QUSLGVMQ, B10YCRP)",Real Estate,Real Estate,1.0
"Multifactor 40 (ETF, QUSLGVMQ, B10YCRP)",Real Estate,Commodities,0.2564
"Multifactor 40 (ETF, QUSLGVMQ, B10YCRP)",Commodities,US Equity,0.2893
"Multifactor 40 (ETF, QUSLGVMQ, B10YCRP)",Commodities,Int'l Equity,0.4109
"Multifactor 40 (ETF, QUSLGVMQ, B10YCRP)",Commodities,US Bonds,-0.0957
"Multifactor 40 (ETF, QUSLGVMQ, B10YCRP)",Commodities,Real Estate,0.2564
"Multifactor 40 (ETF, QUSLGVMQ, B10YCRP)",Commodities,Commodities,1.0
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ)",US Equity,US Equity,1.0
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ)",US Equity,Int'l Equity,0.8025
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ)",US Equity,US Bonds,0.0907
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ)",US Equity,Real Estate,0.5742
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ)",US Equity,Commodities,0.2852
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ)",Int'l Equity,US Equity,0.8025
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ)",Int'l Equity,Int'l Equity,1.0
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ)",Int'l Equity,US Bonds,0.0541
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ)",Int'l Equity,Real Estate,0.4798
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ)",Int'l Equity,Commodities,0.3948
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ)",US Bonds,US Equity,0.0907
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ)",US Bonds,Int'l Equity,0.0541
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ)",US Bonds,US Bonds,1.0
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ)",US Bonds,Real Estate,0.2017
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ)",US Bonds,Commodities,-0.151
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ)",Real Estate,US Equity,0.5742
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ)",Real Estate,Int'l Equity,0.4798
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ)",Real Estate,US Bonds,0.2017
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ)",Real Estate,Real Estate,1.0
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ)",Real Estate,Commodities,0.2577
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ)",Commodities,US Equity,0.2852
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ)",Commodities,Int'l Equity,0.3948
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ)",Commodities,US Bonds,-0.151
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ)",Commodities,Real Estate,0.2577
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ)",Commodities,Commodities,1.0
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",US Equity,US Equity,1.0
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",US Equity,Int'l Equity,0.8197
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",US Equity,US Bonds,0.0952
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",US Equity,Real Estate,0.6005
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",US Equity,Commodities,0.3021
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",Int'l Equity,US Equity,0.8197
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",Int'l Equity,Int'l Equity,1.0
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",Int'l Equity,US Bonds,0.0219
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",Int'l Equity,Real Estate,0.5444
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",Int'l Equity,Commodities,0.3626
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",US Bonds,US Equity,0.0952
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",US Bonds,Int'l Equity,0.0219
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",US Bonds,US Bonds,1.0
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",US Bonds,Real Estate,0.2109
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",US Bonds,Commodities,-0.1263
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",Real Estate,US Equity,0.6005
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",Real Estate,Int'l Equity,0.5444
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",Real Estate,US Bonds,0.2109
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",Real Estate,Real Estate,1.0
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",Real Estate,Commodities,0.2379
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",Commodities,US Equity,0.3021
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",Commodities,Int'l Equity,0.3626
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",Commodities,US Bonds,-0.1263
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",Commodities,Real Estate,0.2379
"Multifactor 40 (ETF, QUSLGVMQ, QIDMVMQ, B5YCRP)",Commodities,Commodities,1.0
"Multifactor 40 (ETF, Sustainable)",US Equity,US Equity,1.0
"Multifactor 40 (ETF, Sustainable)",US Equity,Int'l Equity,0.8181
"Multifactor 40 (ETF, Sustainable)",US Equity,US Bonds,0.0917
"Multifactor 40 (ETF, Sustainable)",US Equity,Real Estate,0.5723
"Multifactor 40 (ETF, Sustainable)",US Equity,Commodities,0.316
"Multifactor 40 (ETF, Sustainable)",Int'l Equity,US Equity,0.8181
"Multifactor 40 (ETF, Sustainable)",Int'l Equity,Int'l Equity,1.0
"Multifactor 40 (ETF, Sustainable)",Int'l Equity,US Bonds,0.0095
"Multifactor 40 (ETF, Sustainable)",Int'l Equity,Real Estate,0.5043
"Multifactor 40 (ETF, Sustainable)",Int'l Equity,Commodities,0.405
"Multifactor 40 (ETF, Sustainable)",US Bonds,US Equity,0.0917
"Multifactor 40 (ETF, Sustainable)",US Bonds,Int'l Equity,0.0095
"Multifactor 40 (ETF, Sustainable)",US Bonds,US Bonds,1.0
"Multifactor 40 (ETF, Sustainable)",US Bonds,Real Estate,0.2461
"Multifactor 40 (ETF, Sustainable)",US Bonds,Commodities,-0.1552
"Multifactor 40 (ETF, Sustainable)",Real Estate,US Equity,0.5723
"Multifactor 40 (ETF, Sustainable)",Real Estate,Int'l Equity,0.5043
"Multifactor 40 (ETF, Sustainable)",Real Estate,US Bonds,0.2461
"Multifactor 40 (ETF, Sustainable)",Real Estate,Real Estate,1.0
"Multifactor 40 (ETF, Sustainable)",Real Estate,Commodities,0.3186
"Multifactor 40 (ETF, Sustainable)",Commodities,US Equity,0.316
"Multifactor 40 (ETF, Sustainable)",Commodities,Int'l Equity,0.405
"Multifactor 40 (ETF, Sustainable)",Commodities,US Bonds,-0.1552
"Multifactor 40 (ETF, Sustainable)",Commodities,Real Estate,0.3186
"Multifactor 40 (ETF, Sustainable)",Commodities,Commodities,1.0
"Multifactor 40 (ETF, US Only)",US Equity,US Equity,1.0
"Multifactor 40 (ETF, US Only)",US Equity,Int'l Equity,0.795
"Multifactor 40 (ETF, US Only)",US Equity,US Bonds,0.1279
"Multifactor 40 (ETF, US Only)",US Equity,Real Estate,0.5622
"Multifactor 40 (ETF, US Only)",US Equity,Commodities,0.3069
"Multifactor 40 (ETF, US Only)",Int'l Equity,US Equity,0.795
"Multifactor 40 (ETF, US Only)",Int'l Equity,Int'l Equity,1.0
"Multifactor 40 (ETF, US Only)",Int'l Equity,US Bonds,0.0635
"Multifactor 40 (ETF, US Only)",Int'l Equity,Real Estate,0.5218
"Multifactor 40 (ETF, US Only)",Int'l Equity,Commodities,0.3446
"Multifactor 40 (ETF, US Only)",US Bonds,US Equity,0.1279
"Multifactor 40 (ETF, US Only)",US Bonds,Int'l Equity,0.0635
"Multifactor 40 (ETF, US Only)",US Bonds,US Bonds,1.0
"Multifactor 40 (ETF, US Only)",US Bonds,Real Estate,0.2268
"Multifactor 40 (ETF, US Only)",US Bonds,Commodities,-0.1048
"Multifactor 40 (ETF, US Only)",Real Estate,US Equity,0.5622
"Multifactor 40 (ETF, US Only)",Real Estate,Int'l Equity,0.5218
"Multifactor 40 (ETF, US Only)",Real Estate,US Bonds,0.2268
"Multifactor 40 (ETF, US Only)",Real Estate,Real Estate,1.0
"Multifactor 40 (ETF, US Only)",Real Estate,Commodities,0.2901
"Multifactor 40 (ETF, US Only)",Commodities,US Equity,0.3069
"Multifactor 40 (ETF, US Only)",Commodities,Int'l Equity,0.3446
"Multifactor 40 (ETF, US Only)",Commodities,US Bonds,-0.1048
"Multifactor 40 (ETF, US Only)",Commodities,Real Estate,0.2901
"Multifactor 40 (ETF, US Only)",Commodities,Commodities,1.0
"Multifactor 40 (ETF, US Only, 5YCRPETF)",US Equity,US Equity,1.0
"Multifactor 40 (ETF, US Only, 5YCRPETF)",US Equity,Int'l Equity,0.8379
"Multifactor 40 (ETF, US Only, 5YCRPETF)",US Equity,US Bonds,0.105
"Multifactor 40 (ETF, US Only, 5YCRPETF)",US Equity,Real Estate,0.5617
"Multifactor 40 (ETF, US Only, 5YCRPETF)",US Equity,Commodities,0.3487
"Multifactor 40 (ETF, US Only, 5YCRPETF)",Int'l Equity,US Equity,0.8379
"Multifactor 40 (ETF, US Only, 5YCRPETF)",Int'l Equity,Int'l Equity,1.0
"Multifactor 40 (ETF, US Only, 5YCRPETF)",Int'l Equity,US Bonds,0.0079
"Multifactor 40 (ETF, US Only, 5YCRPETF)",Int'l Equity,Real Estate,0.4898
"Multifactor 40 (ETF, US Only, 5YCRPETF)",Int'l Equity,Commodities,0.3725
"Multifactor 40 (ETF, US Only, 5YCRPETF)",US Bonds,US Equity,0.105
"Multifactor 40 (ETF, US Only, 5YCRPETF)",US Bonds,Int'l Equity,0.0079
"Multifactor 40 (ETF, US Only, 5YCRPETF)",US Bonds,US Bonds,1.0
"Multifactor 40 (ETF, US Only, 5YCRPETF)",US Bonds,Real Estate,0.2183
"Multifactor 40 (ETF, US Only, 5YCRPETF)",US Bonds,Commodities,-0.1477
"Multifactor 40 (ETF, US Only, 5YCRPETF)",Real Estate,US Equity,0.5617
"Multifactor 40 (ETF, US Only, 5YCRPETF)",Real Estate,Int'l Equity,0.4898
"Multifactor 40 (ETF, US Only, 5YCRPETF)",Real Estate,US Bonds,0.2183
"Multifactor 40 (ETF, US Only, 5YCRPETF)",Real Estate,Real Estate,1.0
"Multifactor 40 (ETF, US Only, 5YCRPETF)",Real Estate,Commodities,0.298
"Multifactor 40 (ETF, US Only, 5YCRPETF)",Commodities,US Equity,0.3487
"Multifactor 40 (ETF, US Only, 5YCRPETF)",Commodities,Int'l Equity,0.3725
"Multifactor 40 (ETF, US Only, 5YCRPETF)",Commodities,US Bonds,-0.1477
"Multifactor 40 (ETF, US Only, 5YCRPETF)",Commodities,Real Estate,0.298
"Multifactor 40 (ETF, US Only, 5YCRPETF)",Commodities,Commodities,1.0
"Multifactor 40 (ETF, US Only, QUSALVMQ)",US Equity,US Equity,1.0
"Multifactor 40 (ETF, US Only, QUSALVMQ)",US Equity,Int'l Equity,0.8094
"Multifactor 40 (ETF, US Only, QUSALVMQ)",US Equity,US Bonds,0.1037
"Multifactor 40 (ETF, US Only, QUSALVMQ)",US Equity,Real Estate,0.5441
"Multifactor 40 (ETF, US Only, QUSALVMQ)",US Equity,Commodities,0.2987
"Multifactor 40 (ETF, US Only, QUSALVMQ)",Int'l Equity,US Equity,0.8094
"Multifactor 40 (ETF, US Only, QUSALVMQ)",Int'l Equity,Int'l Equity,1.0
"Multifactor 40 (ETF, US Only, QUSALVMQ)",Int'l Equity,US Bonds,0.0343
"Multifactor 40 (ETF, US Only, QUSALVMQ)",Int'l Equity,Real Estate,0.535
"Multifactor 40 (ETF, US Only, QUSALVMQ)",Int'l Equity,Commodities,0.371
"Multifactor 40 (ETF, US Only, QUSALVMQ)",US Bonds,US Equity,0.1037
"Multifactor 40 (ETF, US Only, QUSALVMQ)",US Bonds,Int'l Equity,0.0343
"Multifactor 40 (ETF, US Only, QUSALVMQ)",US Bonds,US Bonds,1.0
"Multifactor 40 (ETF, US Only, QUSALVMQ)",US Bonds,Real Estate,0.2109
"Multifactor 40 (ETF, US Only, QUSALVMQ)",US Bonds,Commodities,-0.1537
"Multifactor 40 (ETF, US Only, QUSALVMQ)",Real Estate,US Equity,0.5441
"Multifactor 40 (ETF, US Only, QUSALVMQ)",Real Estate,Int'l Equity,0.535
"Multifactor 40 (ETF, US Only, QUSALVMQ)",Real Estate,US Bonds,0.2109
"Multifactor 40 (ETF, US Only, QUSALVMQ)",Real Estate,Real Estate,1.0
"Multifactor 40 (ETF, US Only, QUSALVMQ)",Real Estate,Commodities,0.3106
"Multifactor 40 (ETF, US Only, QUSALVMQ)",Commodities,US Equity,0.2987
"Multifactor 40 (ETF, US Only, QUSALVMQ)",Commodities,Int'l Equity,0.371
"Multifactor 40 (ETF, US Only, QUSALVMQ)",Commodities,US Bonds,-0.1537
"Multifactor 40 (ETF, US Only, QUSALVMQ)",Commodities,Real Estate,0.3106
"Multifactor 40 (ETF, US Only, QUSALVMQ)",Commodities,Commodities,1.0
"Multifactor 40 (ETF, US Only, QUSLGVMQ)",US Equity,US Equity,1.0
"Multifactor 40 (ETF, US Only, QUSLGVMQ)",US Equity,Int'l Equity,0.8444
"Multifactor 40 (ETF, US Only, QUSLGVMQ)",US Equity,US Bonds,0.0956
"Multifactor 40 (ETF, US Only, QUSLGVMQ)",US Equity,Real Estate,0.5794
"Multifactor 40 (ETF, US Only, QUSLGVMQ)",US Equity,Commodities,0.3067
"Multifactor 40 (ETF, US Only, QUSLGVMQ)",Int'l Equity,US Equity,0.8444
"Multifactor 40 (ETF, US Only, QUSLGVMQ)",Int'l Equity,Int'l Equity,1.0
"Multifactor 40 (ETF, US Only, QUSLGVMQ)",Int'l Equity,US Bonds,0.0112
"Multifactor 40 (ETF, US Only, QUSLGVMQ)",Int'l Equity,Real Estate,0.5161
"Multifactor 40 (ETF, US Only, QUSLGVMQ)",Int'l Equity,Commodities,0.388
"Multifactor 40 (ETF, US Only, QUSLGVMQ)",US Bonds,US Equity,0.0956
"Multifactor 40 (ETF, US Only, QUSLGVMQ)",US Bonds,Int'l Equity,0.0112
"Multifactor 40 (ETF, US Only, QUSLGVMQ)",US Bonds,US Bonds,1.0
"Multifactor 40 (ETF, US Only, QUSLGVMQ)",US Bonds,Real Estate,0.1982
"Multifactor 40 (ETF, US Only, QUSLGVMQ)",US Bonds,Commodities,-0.1528
"Multifactor 40 (ETF, US Only, QUSLGVMQ)",Real Estate,US Equity,0.5794
"Multifactor 40 (ETF, US Only, QUSLGVMQ)",Real Estate,Int'l Equity,0.5161
"Multifactor 40 (ETF, US Only, QUSLGVMQ)",Real Estate,US Bonds,0.1982
"Multifactor 40 (ETF, US Only, QUSLGVMQ)",Real Estate,Real Estate,1.0
"Multifactor 40 (ETF, US Only, QUSLGVMQ)",Real Estate,Commodities,0.2581
"Multifactor 40 (ETF, US Only, QUSLGVMQ)",Commodities,US Equity,0.3067
"Multifactor 40 (ETF, US Only, QUSLGVMQ)",Commodities,Int'l Equity,0.388
"Multifactor 40 (ETF, US Only, QUSLGVMQ)",Commodities,US Bonds,-0.1528
"Multifactor 40 (ETF, US Only, QUSLGVMQ)",Commodities,Real Estate,0.2581
"Multifactor 40 (ETF, US Only, QUSLGVMQ)",Commodities,Commodities,1.0
"Multifactor 40 (MF, Social)",US Equity,US Equity,1.0
"Multifactor 40 (MF, Social)",US Equity,Int'l Equity,0.7839
"Multifactor 40 (MF, Social)",US Equity,US Bonds,0.1185
"Multifactor 40 (MF, Social)",US Equity,Real Estate,0.5738
"Multifactor 40 (MF, Social)",US Equity,Commodities,0.3538
"Multifactor 40 (MF, Social)",Int'l Equity,US Equity,0.7839
"Multifactor 40 (MF, Social)",Int'l Equity,Int'l Equity,1.0
"Multifactor 40 (MF, Social)",Int'l Equity,US Bonds,0.0414
"Multifactor 40 (MF, Social)",Int'l Equity,Real Estate,0.5128
"Multifactor 40 (MF, Social)",Int'l Equity,Commodities,0.3524
"Multifactor 40 (MF, Social)",US Bonds,US Equity,0.1185
"Multifactor 40 (MF, Social)",US Bonds,Int'l Equity,0.0414
"Multifactor 40 (MF, Social)",US Bonds,US Bonds,1.0
"Multifactor 40 (MF, Social)",US Bonds,Real Estate,0.2466
"Multifactor 40 (MF, Social)",US Bonds,Commodities,-0.128
"Multifactor 40 (MF, Social)",Real Estate,US Equity,0.5738
"Multifactor 40 (MF, Social)",Real Estate,Int'l Equity,0.5128
"Multifactor 40 (MF, Social)",Real Estate,US Bonds,0.2466
"Multifactor 40 (MF, Social)",Real Estate,Real Estate,1.0
"Multifactor 40 (MF, Social)",Real Estate,Commodities,0.2668
"Multifactor 40 (MF, Social)",Commodities,US Equity,0.3538
"Multifactor 40 (MF, Social)",Commodities,Int'l Equity,0.3524
"Multifactor 40 (MF, Social)",Commodities,US Bonds,-0.128
"Multifactor 40 (MF, Social)",Commodities,Real Estate,0.2668
"Multifactor 40 (MF, Social)",Commodities,Commodities,1.0
"Multifactor 40 TM (ETF, 5YMUNETF)",US Equity,US Equity,1.0
"Multifactor 40 TM (ETF, 5YMUNETF)",US Equity,Int'l Equity,0.8453
"Multifactor 40 TM (ETF, 5YMUNETF)",US Equity,US Bonds,0.09
"Multifactor 40 TM (ETF, 5YMUNETF)",US Equity,Real Estate,0.5846
"Multifactor 40 TM (ETF, 5YMUNETF)",US Equity,Commodities,0.3361
"Multifactor 40 TM (ETF, 5YMUNETF)",Int'l Equity,US Equity,0.8453
"Multifactor 40 TM (ETF, 5YMUNETF)",Int'l Equity,Int'l Equity,1.0
"Multifactor 40 TM (ETF, 5YMUNETF)",Int'l Equity,US Bonds,0.0278
"Multifactor 40 TM (ETF, 5YMUNETF)",Int'l Equity,Real Estate,0.5523
"Multifactor 40 TM (ETF, 5YMUNETF)",Int'l Equity,Commodities,0.4062
"Multifactor 40 TM (ETF, 5YMUNETF)",US Bonds,US Equity,0.09
"Multifactor 40 TM (ETF, 5YMUNETF)",US Bonds,Int'l Equity,0.0278
"Multifactor 40 TM (ETF, 5YMUNETF)",US Bonds,US Bonds,1.0
"Multifactor 40 TM (ETF, 5YMUNETF)",US Bonds,Real Estate,0.2185
"Multifactor 40 TM (ETF, 5YMUNETF)",US Bonds,Commodities,-0.1144
"Multifactor 40 TM (ETF, 5YMUNETF)",Real Estate,US Equity,0.5846
"Multifactor 40 TM (ETF, 5YMUNETF)",Real Estate,Int'l Equity,0.5523
"Multifactor 40 TM (ETF, 5YMUNETF)",Real Estate,US Bonds,0.2185
"Multifactor 40 TM (ETF, 5YMUNETF)",Real Estate,Real Estate,1.0
"Multifactor 40 TM (ETF, 5YMUNETF)",Real Estate,Commodities,0.2842
"Multifactor 40 TM (ETF, 5YMUNETF)",Commodities,US Equity,0.3361
"Multifactor 40 TM (ETF, 5YMUNETF)",Commodities,Int'l Equity,0.4062
"Multifactor 40 TM (ETF, 5YMUNETF)",Commodities,US Bonds,-0.1144
"Multifactor 40 TM (ETF, 5YMUNETF)",Commodities,Real Estate,0.2842
"Multifactor 40 TM (ETF, 5YMUNETF)",Commodities,Commodities,1.0
"Multifactor 40 TM (ETF, CA Muni)",US Equity,US Equity,1.0
"Multifactor 40 TM (ETF, CA Muni)",US Equity,Int'l Equity,0.8206
"Multifactor 40 TM (ETF, CA Muni)",US Equity,US Bonds,0.1087
"Multifactor 40 TM (ETF, CA Muni)",US Equity,Real Estate,0.5959
"Multifactor 40 TM (ETF, CA Muni)",US Equity,Commodities,0.3319
"Multifactor 40 TM (ETF, CA Muni)",Int'l Equity,US Equity,0.8206
"Multifactor 40 TM (ETF, CA Muni)",Int'l Equity,Int'l Equity,1.0
"Multifactor 40 TM (ETF, CA Muni)",Int'l Equity,US Bonds,0.0505
"Multifactor 40 TM (ETF, CA Muni)",Int'l Equity,Real Estate,0.4798
"Multifactor 40 TM (ETF, CA Muni)",Int'l Equity,Commodities,0.3948
"Multifactor 40 TM (ETF, CA Muni)",US Bonds,US Equity,0.1087
"Multifactor 40 TM (ETF, CA Muni)",US Bonds,Int'l Equity,0.0505
"Multifactor 40 TM (ETF, CA Muni)",US Bonds,US Bonds,1.0
"Multifactor 40 TM (ETF, CA Muni)",US Bonds,Real Estate,0.2262
"Multifactor 40 TM (ETF, CA Muni)",US Bonds,Commodities,-0.1203
"Multifactor 40 TM (ETF, CA Muni)",Real Estate,US Equity,0.5959
"Multifactor 40 TM (ETF, CA Muni)",Real Estate,Int'l Equity,0.4798
"Multifactor 40 TM (ETF, CA Muni)",Real Estate,US Bonds,0.2262
"Multifactor 40 TM (ETF, CA Muni)",Real Estate,Real Estate,1.0
"Multifactor 40 TM (ETF, CA Muni)",Real Estate,Commodities,0.3195
"Multifactor 40 TM (ETF, CA Muni)",Commodities,US Equity,0.3319
"Multifactor 40 TM (ETF, CA Muni)",Commodities,Int'l Equity,0.3948
"Multifactor 40 TM (ETF, CA Muni)",Commodities,US Bonds,-0.1203
"Multifactor 40 TM (ETF, CA Muni)",Commodities,Real Estate,0.3195
"Multifactor 40 TM (ETF, CA Muni)",Commodities,Commodities,1.0
"Multifactor 40 TM (ETF, CA Muni, N7YMUN)",US Equity,US Equity,1.0
"Multifactor 40 TM (ETF, CA Muni, N7YMUN)",US Equity,Int'l Equity,0.7827
"Multifactor 40 TM (ETF, CA Muni, N7YMUN)",US Equity,US Bonds,0.1037
"Multifactor 40 TM (ETF, CA Muni, N7YMUN)",US Equity,Real Estate,0.5695
"Multifactor 40 TM (ETF, CA Muni, N7YMUN)",US Equity,Commodities,0.3455
"Multifactor 40 TM (ETF, CA Muni, N7YMUN)",Int'l Equity,US Equity,0.7827
"Multifactor 40 TM (ETF, CA Muni, N7YMUN)",Int'l Equity,Int'l Equity,1.0
"Multifactor 40 TM (ETF, CA Muni, N7YMUN)",Int'l Equity,US Bonds,0.0644
"Multifactor 40 TM (ETF, CA Muni, N7YMUN)",Int'l Equity,Real Estate,0.5451
"Multifactor 40 TM (ETF, CA Muni, N7YMUN)",Int'l Equity,Commodities,0.3626
"Multifactor 40 TM (ETF, CA Muni, N7YMUN)",US Bonds,US Equity,0.1037
"Multifactor 40 TM (ETF, CA Muni, N7YMUN)",US Bonds,Int'l Equity,0.0644
"Multifactor 40 TM (ETF, CA Muni, N7YMUN)",US Bonds,US Bonds,1.0
"Multifactor 40 TM (ETF, CA Muni, N7YMUN)",US Bonds,Real Estate,0.1906
"Multifactor 40 TM (ETF, CA Muni, N7YMUN)",US Bonds,Commodities,-0.1202
"Multifactor 40 TM (ETF, CA Muni, N7YMUN)",Real Estate,US Equity,0.5695
"Multifactor 40 TM (ETF, CA Muni, N7YMUN)",Real Estate,Int'l Equity,0.5451
"Multifactor 40 TM (ETF, CA Muni, N7YMUN)",Real Estate,US Bonds,0.1906
"Multifactor 40 TM (ETF, CA Muni, N7YMUN)",Real Estate,Real Estate,1.0
"Multifactor 40 TM (ETF, CA Muni, N7YMUN)",Real Estate,Commodities,0.2312
"Multifactor 40 TM (ETF, CA Muni, N7YMUN)",Commodities,US Equity,0.3455
"Multifactor 40 TM (ETF, CA Muni, N7YMUN)",Commodities,Int'l Equity,0.3626
"Multifactor 40 TM (ETF, CA Muni, N7YMUN)",Commodities,US Bonds,-0.1202
"Multifactor 40 TM (ETF, CA Muni, N7YMUN)",Commodities,Real Estate,0.2312
"Multifactor 40 TM (ETF, CA Muni, N7YMUN)",Commodities,Commodities,1.0
"Multifactor 40 TM (ETF, Ex China)",US Equity,US Equity,1.0
"Multifactor 40 TM (ETF, Ex China)",US Equity,Int'l Equity,0.8197
"Multifactor 40 TM (ETF, Ex China)",US Equity,US Bonds,0.1253
"Multifactor 40 TM (ETF, Ex China)",US Equity,Real Estate,0.5709
"Multifactor 40 TM (ETF, Ex China)",US Equity,Commodities,0.2971
"Multifactor 40 TM (ETF, Ex China)",Int'l Equity,US Equity,0.8197
"Multifactor 40 TM (ETF, Ex China)",Int'l Equity,Int'l Equity,1.0
"Multifactor 40 TM (ETF, Ex China)",Int'l Equity,US Bonds,0.0339
